date,open,high,low,close,volume
2024-07-08 14:00:00,3415.553,3416.670,3404.243,3404.243,2034908300
2024-07-08 15:00:00,3404.063,3408.921,3395.912,3401.760,2776083100
2024-07-09 10:30:00,3396.804,3411.298,3384.809,3390.804,4751639000
2024-07-09 11:30:00,3390.779,3410.356,3385.014,3397.857,2357739100
2024-07-09 14:00:00,3398.941,3442.726,3398.941,3437.634,3108693100
2024-07-09 15:00:00,3437.694,3448.928,3434.582,3439.811,2944873100
2024-07-10 10:30:00,3425.882,3446.594,3424.806,3444.766,6171828100
2024-07-10 11:30:00,3445.136,3447.505,3432.418,3440.102,2150907700
2024-07-10 14:00:00,3440.006,3440.006,3428.370,3428.966,1847458500
2024-07-10 15:00:00,3428.751,3435.297,3423.648,3428.966,2550151300
2024-07-11 10:30:00,3451.044,3473.984,3438.118,3467.453,6826843500
2024-07-11 11:30:00,3467.452,3470.002,3452.615,3462.720,2656086000
2024-07-11 14:00:00,3463.192,3467.425,3459.574,3467.425,2301756800
2024-07-11 15:00:00,3467.921,3471.197,3464.178,3468.169,2804560300
2024-07-12 10:30:00,3459.956,3471.775,3457.363,3466.046,6311076200
2024-07-12 11:30:00,3465.848,3470.162,3459.865,3461.099,2329483200
2024-07-12 14:00:00,3461.018,3475.802,3460.941,3475.072,2111897600
2024-07-12 15:00:00,3474.612,3479.096,3470.095,3472.401,2335001900
2024-07-15 10:30:00,3462.611,3481.461,3460.791,3470.036,5511231600
2024-07-15 11:30:00,3470.052,3481.157,3466.945,3479.556,2023022700
2024-07-15 14:00:00,3479.577,3480.857,3473.519,3475.251,1578212800
2024-07-15 15:00:00,3475.070,3480.157,3469.613,3476.247,2739241200
2024-07-16 10:30:00,3466.852,3483.940,3464.365,3481.352,4998706000
2024-07-16 11:30:00,3481.131,3487.619,3478.923,3483.678,2140727400
2024-07-16 14:00:00,3484.154,3496.236,3478.663,3491.200,2355058300
2024-07-16 15:00:00,3490.457,3500.294,3486.488,3498.283,2571410000
2024-07-17 10:30:00,3494.209,3497.164,3486.223,3495.349,5381848300
2024-07-17 11:30:00,3495.067,3502.163,3489.857,3501.595,2559546000
2024-07-17 14:00:00,3501.551,3513.456,3490.980,3511.288,2429383900
2024-07-17 15:00:00,3511.379,3514.475,3501.584,3501.584,2809428000
2024-07-18 10:30:00,3483.298,3491.786,3475.724,3482.906,4958617500
2024-07-18 11:30:00,3482.616,3505.712,3476.536,3505.712,2325052100
2024-07-18 14:00:00,3505.358,3518.509,3502.303,3513.103,2439806800
