date,open,high,low,close,volume
2025-07-04 15:00:00,3479.902,3479.902,3466.183,3472.319,42244432005411278600
2025-07-07 10:30:00,3467.985,3471.314,3463.401,3468.654,149609768005573953800
2025-07-07 12:00:00,3469.131,3472.999,3462.792,3465.054,40850056003081420300
2025-07-07 13:30:00,3464.966,3469.001,3463.342,3468.404,4042202300
2025-07-07 15:00:00,3468.729,3474.801,3468.245,3473.127,315120240033715096005396863200
2025-07-08 10:30:00,3474.632,3485.054,3474.632,3480.311,135562101006338052700
2025-07-08 12:00:00,3480.314,3495.367,3476.983,3493.164,44766494005304146100
2025-07-08 13:30:00,3492.959,3497.884,3491.262,3492.897,5118421300
2025-07-08 15:00:00,3492.704,3499.886,3491.457,3497.475,388125410042186027006455140900
2025-07-09 10:30:00,3498.724,3511.809,3497.874,3511.257,159451734006128695500
2025-07-09 12:00:00,3511.696,3512.669,3504.428,3507.693,51674097005013164100
2025-07-09 13:30:00,3507.634,3512.580,3506.932,3509.535,4681157300
2025-07-09 15:00:00,3509.680,3511.227,3491.201,3493.050,386356140047059759006886871500
2025-07-10 10:30:00,3491.497,3507.186,3491.497,3507.186,155379700007338886700
2025-07-10 12:00:00,3507.678,3509.479,3498.796,3505.580,59656279004600166300
2025-07-10 13:30:00,3505.794,3515.646,3505.794,3513.435,5227785100
2025-07-10 15:00:00,3513.590,3526.590,3509.029,3509.682,435601580062207028007168825900
2025-07-11 10:30:00,3511.366,3536.534,3506.799,3532.796,184109465009862879600
2025-07-11 12:00:00,3532.363,3547.482,3528.311,3546.500,63124665005234525800
2025-07-11 13:30:00,3546.686,3555.218,3538.182,3538.281,7357547400
2025-07-11 15:00:00,3538.264,3545.471,3510.177,3510.177,574528380050286405008466234800
2025-07-14 10:30:00,3513.251,3529.142,3513.251,3526.788,213774674007965710900
2025-07-14 12:00:00,3526.729,3532.118,3524.208,3525.402,50950387004273475100
2025-07-14 13:30:00,3525.864,3528.757,3521.194,3523.556,4821310800
2025-07-14 15:00:00,3523.559,3529.067,3519.650,3519.650,338452940036007111006690227100
2025-07-15 10:30:00,3519.805,3527.038,3495.330,3503.552,1858188880010540014000
2025-07-15 12:00:00,3503.774,3509.917,3483.380,3486.881,48551263005333542300
2025-07-15 13:30:00,3487.042,3497.473,3486.971,3495.384,4454286500
2025-07-15 15:00:00,3495.572,3508.027,3495.543,3504.999,349331220037843679006164934600
2025-07-16 10:30:00,3502.899,3511.806,3497.357,3500.423,146904412006922806200
2025-07-16 12:00:00,3500.567,3501.687,3495.733,3500.616,46048937003234989600
2025-07-16 13:30:00,3500.592,3501.266,3495.783,3500.457,4233388400
2025-07-16 15:00:00,3500.531,3506.392,3489.137,3503.777,450327270035167928005381273200
2025-07-17 10:30:00,3500.372,3507.849,3499.759,3499.948,127259651006878528300
2025-07-17 12:00:00,3500.412,3507.612,3499.186,3506.942,44906975003505911200
2025-07-17 13:30:00,3507.333,3508.802,3503.494,3507.125,4666831900
2025-07-17 15:00:00,3507.003,3517.285,3505.836,3516.825,434002520043330639006280082500
2025-07-18 10:30:00,3519.475,3532.784,3518.231,3530.803,151220898008123599700
2025-07-18 12:00:00,3530.834,3534.250,3527.104,3528.900,47551650003647276500
2025-07-18 13:30:00,3529.361,3529.631,3520.422,3525.530,4349359700
