date,close_sz,close_sh,close_cyb,close_kc,regime_sz,regime_sh,regime_cyb,regime_kc,regime_hs300,regime_zz500,chop_sz,chop_sh,chop_cyb,chop_kc,resonance,strong_bull,strong_bear,cyb_kc_resonance,bs_sz,ts_sz,bs_sh,ts_sh,bs_cyb,ts_cyb,bs_kc,ts_kc,bd_sz,bd_sh,bd_cyb,bd_kc,bs_ok_sz,bs_ok_sh,bs_ok_cyb,bs_ok_kc,day_seq_sz,day_seq_sh,day_seq_cyb,day_seq_kc,month_win,week_win,osc_origin_sz,osc_origin_sh,verdict_sz,verdict_sh,verdict_cyb,verdict_kc,reason_sz,reason_sh,reason_cyb,reason_kc,verdict_main,verdict_tech,reason
2019-01-11,7474.009,2553.831,1261.56,,震荡,震荡,偏空,,震荡,震荡,47.5,50.3,53.6,,混合,False,False,混合,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,,,,,True,False,,,观望,观望,空仓,,震荡,震荡,趋势向下,,观望,观望,主板:五指数混合(0多0空) 科技:KC=观望→观望+双创混合(降档)
2019-01-14,7409.199,2535.765,1245.999,,偏空,偏空,偏空,,偏空,震荡,46.5,49.2,53.7,,强共振_下跌,False,True,混合,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,,,,,True,False,,,空仓,空仓,空仓,,趋势向下,趋势向下,趋势向下,,空仓,观望,主板:五指数强共振_下跌(0多4空) 科技:KC=观望→观望+双创混合(降档)
2019-01-15,7547.349,2570.345,1266.275,,震荡,震荡,震荡,,震荡,震荡,47.7,50.0,54.5,,混合,False,False,混合,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,高9,高9,,,True,False,,,观望(偏空),观望(偏空),观望,,震荡+高9,震荡+高9,震荡,,观望,观望,主板:五指数混合(0多0空) 科技:KC=观望→观望+双创混合(降档)
2019-01-16,7540.45,2570.422,1267.305,,震荡,震荡,偏空,,偏空,震荡,42.4,45.7,51.7,,混合,False,False,混合,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,高9,高9,,,True,False,,,观望(偏空),观望(偏空),空仓,,震荡+高9,震荡+高9,趋势向下,,观望,观望,主板:五指数混合(0多0空) 科技:KC=观望→观望+双创混合(降档)
2019-01-17,7470.355,2559.637,1251.414,,偏空,偏空,偏空,,偏空,偏空,42.2,43.8,51.5,,强共振_下跌,False,True,混合,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,,高9,,,True,False,,,空仓,空仓,空仓,,趋势向下,趋势向下,趋势向下,,空仓,观望,主板:五指数强共振_下跌(0多5空) 科技:KC=观望→观望+双创混合(降档)
2019-01-18,7581.389,2596.006,1269.505,,震荡,震荡,偏空,,震荡,震荡,40.3,38.8,49.5,,混合,False,False,混合,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,,高9,,,True,False,,,观望,观望(偏空),空仓,,震荡,震荡+高9,趋势向下,,观望,观望,主板:五指数混合(0多0空) 科技:KC=观望→观望+双创混合(降档)
2019-01-21,7626.235,2610.509,1274.789,,震荡,震荡,震荡,,偏多,震荡,35.1,33.9,49.4,,混合,False,False,混合,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,,高9,,,True,False,,,观望,观望(偏空),观望,,震荡 | CHOP<38.2关注,震荡+高9,震荡,,观望,观望,主板:五指数混合(0多0空) 科技:KC=观望→观望+双创混合(降档)
2019-01-22,7516.786,2579.704,1252.239,,震荡,震荡,偏空,,偏多,震荡,35.2,33.4,49.8,,混合,False,False,混合,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,,高9,,,True,False,,,观望,观望(偏空),空仓,,震荡 | CHOP<38.2关注,震荡+高9,趋势向下,,观望,观望,主板:五指数混合(0多0空) 科技:KC=观望→观望+双创混合(降档)
2019-01-23,7523.774,2581.004,1251.127,,震荡,震荡,偏空,,震荡,震荡,33.2,32.0,47.8,,混合,False,False,混合,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,,高9,,,True,False,,,观望,观望(偏空),空仓,,震荡,震荡+高9,趋势向下,,观望,观望,主板:五指数混合(0多0空) 科技:KC=观望→观望+双创混合(降档)
2019-01-24,7573.524,2591.694,1265.161,,震荡,偏多,震荡,,偏多,震荡,51.9,48.0,67.1,,混合,False,False,混合,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,,,,,True,False,,,观望,持股,观望,,震荡,趋势向上,震荡 | CHOP=67>61.8硬切换(趋势→震荡),,观望,观望,主板:五指数混合(0多0空) 科技:KC=观望→观望+双创混合(降档)
2019-01-25,7595.453,2601.723,1265.494,,震荡,偏多,震荡,,偏多,震荡,58.0,50.1,65.7,,混合,False,False,混合,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,,,,,True,False,,,观望,持股,观望,,震荡,趋势向上,震荡 | CHOP=66>61.8硬切换(趋势→震荡),,观望,观望,主板:五指数混合(0多0空) 科技:KC=观望→观望+双创混合(降档)
2019-01-28,7589.581,2596.977,1259.743,,偏多,偏多,偏空,,偏多,震荡,57.9,52.7,67.1,,偏共振_偏多,False,False,混合,0,0,0,1,0,0,0,0,0,0,0,0,False,False,False,0,,,,,True,False,,,持股,持股(警戒),观望,,趋势向上 | ⚠️CHOP=58(距61.8切换线仅3.9点),趋势+顶结构→警戒,震荡 | CHOP=67>61.8硬切换(趋势→震荡),,观望(偏多),观望,主板:五指数偏共振_偏多(3多1空) 科技:KC=观望→观望+双创混合(降档)
2019-01-29,7551.3,2594.254,1243.592,,偏多,偏多,震荡,,偏多,震荡,57.9,52.1,62.4,,偏共振_偏多,False,False,混合,0,1,0,0,0,0,0,0,0,0,0,0,False,False,False,0,,,,,True,False,,,持股(警戒),持股(警戒),观望,,趋势+顶结构→警戒,趋势+顶结构→警戒,震荡 | CHOP=62>61.8硬切换(趋势→震荡),,观望(偏多),观望,主板:五指数偏共振_偏多(3多0空) 科技:KC=观望→观望+双创混合(降档)
2019-01-30,7470.472,2575.576,1230.819,,偏多,偏多,震荡,,偏多,震荡,58.8,52.8,62.8,,偏共振_偏多,False,False,混合,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,,,,,True,False,,,持股(警戒),持股(警戒),观望,,趋势+顶结构→警戒,趋势+顶结构→警戒,震荡 | CHOP=63>61.8硬切换(趋势→震荡),,观望(偏多),观望,主板:五指数偏共振_偏多(3多0空) 科技:KC=观望→观望+双创混合(降档)
2019-01-31,7479.215,2584.572,1227.988,,偏多,偏多,震荡,,偏多,震荡,59.7,54.0,58.3,,偏共振_偏多,False,False,混合,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,,,,,True,False,,,持股(警戒),持股(警戒),观望,,趋势+顶结构→警戒,趋势+顶结构→警戒,震荡,,观望(偏多),观望,主板:五指数偏共振_偏多(3多0空) 科技:KC=观望→观望+双创混合(降档)
2019-02-01,7683.997,2618.232,1271.275,,偏多,偏多,震荡,,上行趋势,震荡,62.4,55.0,61.3,,偏共振_偏多,False,False,混合,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,,,,,True,False,,,观望,持股(警戒),观望,,震荡 | CHOP=62>61.8硬切换(趋势→震荡),趋势+顶结构→警戒,震荡,,观望(偏多),观望,主板:五指数偏共振_偏多(3多0空) 科技:KC=观望→观望+双创混合(降档)
2019-02-11,7919.046,2653.896,1316.098,,上行趋势,上行趋势,震荡,,上行趋势,震荡,47.5,55.8,46.2,,偏共振_偏多,False,False,混合,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,,,,,True,False,,,持股(警戒),持股(警戒),观望,,趋势+顶结构→警戒,趋势+顶结构→警戒,震荡,,观望(偏多),观望,主板:五指数偏共振_偏多(3多0空) 科技:KC=观望→观望+双创混合(降档)
2019-02-12,8010.075,2671.894,1332.27,,上行趋势,上行趋势,震荡,,上行趋势,震荡,41.3,49.8,40.9,,偏共振_偏多,False,False,混合,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,,,,,True,False,,,持股(警戒),持股,观望,,趋势+顶结构→警戒,趋势向上,震荡,,观望(偏多),观望,主板:五指数偏共振_偏多(3多0空) 科技:KC=观望→观望+双创混合(降档)
2019-02-13,8171.207,2721.068,1357.666,,上行趋势,上行趋势,偏多,,上行趋势,上行趋势,34.2,39.2,34.5,,强共振_上升,True,False,混合,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,,,,,True,False,,,持股,持股,持股,,趋势向上,趋势向上,趋势向上,,持股,观望,主板:五指数强共振_上升(5多0空) 科技:KC=观望→观望+双创混合(降档)
2019-02-14,8219.961,2719.7,1361.938,,上行趋势,上行趋势,上行趋势,,上行趋势,上行趋势,31.1,37.2,32.6,,强共振_上升,True,False,混合,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,,,,,True,False,,,持股,持股,持股,,趋势向上,趋势向上,趋势向上,,持股,观望,主板:五指数强共振_上升(5多0空) 科技:KC=观望→观望+双创混合(降档)
2019-02-15,8125.635,2682.385,1357.836,,上行趋势,上行趋势,上行趋势,,上行趋势,偏多,31.5,38.6,32.0,,强共振_上升,True,False,混合,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,,,,,True,False,,,持股,持股,持股,,趋势向上,趋势向上,趋势向上,,持股,观望,主板:五指数强共振_上升(5多0空) 科技:KC=观望→观望+双创混合(降档)
2019-02-18,8446.918,2754.357,1413.6,,上行趋势,上行趋势,上行趋势,,上行趋势,上行趋势,27.4,36.1,25.7,,强共振_上升,True,False,混合,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,,,,,True,False,,,持股,持股,持股,,趋势向上,趋势向上,趋势向上,,持股,观望,主板:五指数强共振_上升(5多0空) 科技:KC=观望→观望+双创混合(降档)
2019-02-19,8440.87,2755.646,1406.037,,上行趋势,上行趋势,上行趋势,,上行趋势,上行趋势,26.5,33.2,25.6,,强共振_上升,True,False,混合,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,高9,高9,高9,,True,False,,,持股(警戒),持股(警戒),持股(警戒),,趋势+高9→警戒,趋势+高9→警戒,趋势+高9→警戒,,持股,观望,主板:五指数强共振_上升(5多0空) 科技:KC=观望→观望+双创混合(降档)
2019-02-20,8473.427,2761.219,1408.382,,上行趋势,上行趋势,上行趋势,,上行趋势,上行趋势,26.5,33.2,26.1,,强共振_上升,True,False,混合,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,高9,高9,高9,,True,False,,,持股(警戒),持股(警戒),持股(警戒),,趋势+高9→警戒,趋势+高9→警戒,趋势+高9→警戒,,持股,观望,主板:五指数强共振_上升(5多0空) 科技:KC=观望→观望+双创混合(降档)
2019-02-21,8451.71,2751.801,1412.535,,上行趋势,上行趋势,上行趋势,,上行趋势,上行趋势,25.4,32.7,24.8,,强共振_上升,True,False,混合,0,1,0,1,0,0,0,0,0,0,0,0,False,False,False,0,高9,高9,高9,,True,False,,,减仓,减仓,持股(警戒),,趋势+第2次顶结构→减仓,趋势+第2次顶结构→减仓,趋势+高9→警戒,,持股,观望,主板:五指数强共振_上升(5多0空) 科技:KC=观望→观望+双创混合(降档)
2019-02-22,8651.196,2804.226,1456.299,,上行趋势,上行趋势,上行趋势,,上行趋势,上行趋势,26.4,32.9,26.4,,强共振_上升,True,False,混合,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,高9,高9,高9,,True,False,,,减仓,减仓,持股(警戒),,趋势+第2次顶结构→减仓,趋势+第2次顶结构→减仓,趋势+高9→警戒,,持股,观望,主板:五指数强共振_上升(5多0空) 科技:KC=观望→观望+双创混合(降档)
2019-02-25,9134.581,2961.283,1536.371,,上行趋势,上行趋势,上行趋势,,上行趋势,上行趋势,18.4,22.1,19.0,,强共振_上升,True,False,混合,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,高9,高9,高9,,True,False,,,减仓,减仓,持股(警戒),,趋势+第2次顶结构→减仓,趋势+第2次顶结构→减仓,趋势+高9→警戒,,持股,观望,主板:五指数强共振_上升(5多0空) 科技:KC=观望→观望+双创混合(降档)
2019-02-26,9089.04,2941.516,1546.987,,上行趋势,上行趋势,上行趋势,,上行趋势,上行趋势,17.2,20.7,16.3,,强共振_上升,True,False,混合,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,高9,高9,高9,,True,False,,,减仓,减仓,持股(警戒),,趋势+第2次顶结构→减仓,趋势+第2次顶结构→减仓,趋势+高9→警戒,,持股,观望,主板:五指数强共振_上升(5多0空) 科技:KC=观望→观望+双创混合(降档)
2019-02-27,9005.766,2953.824,1520.419,,上行趋势,上行趋势,上行趋势,,上行趋势,上行趋势,20.7,24.2,19.6,,强共振_上升,True,False,混合,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,高9,高9,高9,,True,False,,,减仓,减仓,持股(警戒),,趋势+第2次顶结构→减仓,趋势+第2次顶结构→减仓,趋势+高9→警戒,,持股,观望,主板:五指数强共振_上升(5多0空) 科技:KC=观望→观望+双创混合(降档)
2019-02-28,9031.927,2940.954,1535.68,,上行趋势,上行趋势,上行趋势,,上行趋势,上行趋势,23.8,26.4,23.4,,强共振_上升,True,False,混合,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,高9,高9,高9,,True,False,,,减仓,减仓,持股(警戒),,趋势+第2次顶结构→减仓,趋势+第2次顶结构→减仓,趋势+高9→警戒,,持股,观望,主板:五指数强共振_上升(5多0空) 科技:KC=观望→观望+双创混合(降档)
2019-03-01,9167.65,2994.005,1567.873,,上行趋势,上行趋势,上行趋势,,上行趋势,上行趋势,28.1,31.2,27.9,,强共振_上升,True,False,混合,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,高9,高9,高9,,True,False,,,持股(警戒),持股(警戒),持股(警戒),,趋势+高9→警戒,趋势+高9→警戒,趋势+高9→警戒,,持股,观望,主板:五指数强共振_上升(5多0空) 科技:KC=观望→观望+双创混合(降档)
2019-03-04,9384.415,3027.576,1619.71,,上行趋势,上行趋势,上行趋势,,上行趋势,上行趋势,27.0,27.0,25.3,,强共振_上升,True,False,混合,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,高9,高9,高9,,True,False,,,持股(警戒),持股(警戒),持股(警戒),,趋势+高9→警戒,趋势+高9→警戒,趋势+高9→警戒,,持股,观望,主板:五指数强共振_上升(5多0空) 科技:KC=观望→观望+双创混合(降档)
2019-03-05,9595.743,3054.247,1676.566,,上行趋势,上行趋势,上行趋势,,上行趋势,上行趋势,29.8,27.5,26.2,,强共振_上升,True,False,混合,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,高9,高9,高9,,True,False,,,持股(警戒),持股(警戒),持股(警戒),,趋势+高9→警戒,趋势+高9→警戒,趋势+高9→警戒,,持股,观望,主板:五指数强共振_上升(5多0空) 科技:KC=观望→观望+双创混合(降档)
2019-03-06,9700.493,3102.099,1700.496,,上行趋势,上行趋势,上行趋势,,上行趋势,上行趋势,27.8,27.7,25.1,,强共振_上升,True,False,混合,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,高9,高9,高9,,True,False,,,持股(警戒),持股(警戒),持股(警戒),,趋势+高9→警戒,趋势+高9→警戒,趋势+高9→警戒,,持股,观望,主板:五指数强共振_上升(5多0空) 科技:KC=观望→观望+双创混合(降档)
2019-03-07,9678.114,3106.418,1692.416,,上行趋势,上行趋势,上行趋势,,上行趋势,上行趋势,29.2,27.8,26.4,,强共振_上升,True,False,混合,0,1,0,0,0,0,0,0,0,0,0,0,False,False,False,0,高9,高9,高9,,True,False,,,减仓,持股(警戒),持股(警戒),,趋势+第3次顶结构→减仓,趋势+高9→警戒,趋势+高9→警戒,,持股,观望,主板:五指数强共振_上升(5多0空) 科技:KC=观望→观望+双创混合(降档)
2019-03-08,9363.724,2969.861,1654.485,,上行趋势,上行趋势,上行趋势,,上行趋势,上行趋势,33.9,33.8,30.4,,强共振_上升,True,False,混合,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,,,高9,,True,False,,,减仓,持股,持股(警戒),,趋势+第3次顶结构→减仓,趋势向上,趋势+高9→警戒,,持股,观望,主板:五指数强共振_上升(5多0空) 科技:KC=观望→观望+双创混合(降档)
2019-03-11,9704.327,3026.993,1727.801,,上行趋势,上行趋势,上行趋势,,上行趋势,上行趋势,36.1,34.7,31.3,,强共振_上升,True,False,混合,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,,,高9,,True,False,,,减仓,持股,持股(警戒),,趋势+第3次顶结构→减仓,趋势向上,趋势+高9→警戒,,持股,观望,主板:五指数强共振_上升(5多0空) 科技:KC=观望→观望+双创混合(降档)
2019-03-12,9841.238,3060.307,1773.432,,上行趋势,上行趋势,上行趋势,,上行趋势,上行趋势,34.2,36.1,27.9,,强共振_上升,True,False,混合,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,,,高9,,True,False,,,减仓,持股,持股(警戒),,趋势+第3次顶结构→减仓,趋势向上,趋势+高9→警戒,,持股,观望,主板:五指数强共振_上升(5多0空) 科技:KC=观望→观望+双创混合(降档)
2019-03-13,9592.055,3026.951,1693.86,,上行趋势,上行趋势,上行趋势,,上行趋势,上行趋势,35.3,36.2,30.3,,强共振_上升,True,False,混合,0,1,0,0,0,1,0,0,0,0,0,0,False,False,False,0,,,高9,,False,False,,,减仓,持股,持股(警戒),,趋势+第4次顶结构→减仓,趋势向上,趋势+顶结构→警戒,,持股,观望,主板:五指数强共振_上升(5多0空) 科技:KC=观望→观望+双创混合(降档)
2019-03-14,9417.927,2990.685,1650.186,,上行趋势,上行趋势,上行趋势,,上行趋势,上行趋势,46.8,47.8,39.4,,强共振_上升,True,False,混合,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,,,,,False,False,,,减仓,持股,持股(警戒),,趋势+第4次顶结构→减仓,趋势向上,趋势+顶结构→警戒,,持股,观望,主板:五指数强共振_上升(5多0空) 科技:KC=观望→观望+双创混合(降档)
2019-03-15,9550.538,3021.751,1662.623,,上行趋势,上行趋势,上行趋势,,上行趋势,上行趋势,48.4,57.2,40.5,,强共振_上升,True,False,混合,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,,,,,False,True,,,减仓,持股,持股(警戒),,趋势+第4次顶结构→减仓,趋势向上 | ⚠️CHOP=57(距61.8切换线仅4.6点),趋势+顶结构→警戒,,持股,观望,主板:五指数强共振_上升(5多0空) 科技:KC=观望→观望+双创混合(降档)
2019-03-18,9843.43,3096.418,1707.056,,上行趋势,上行趋势,上行趋势,,上行趋势,上行趋势,49.3,58.4,40.8,,强共振_上升,True,False,混合,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,,,,,False,True,,,减仓,持股,持股(警戒),,趋势+第4次顶结构→减仓,趋势向上 | ⚠️CHOP=58(距61.8切换线仅3.4点),趋势+顶结构→警戒,,持股,观望,主板:五指数强共振_上升(5多0空) 科技:KC=观望→观望+双创混合(降档)
2019-03-19,9839.744,3090.975,1708.874,,上行趋势,上行趋势,上行趋势,,上行趋势,上行趋势,50.7,58.0,42.3,,强共振_上升,True,False,混合,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,,,,,False,True,,,减仓,持股,持股(警戒),,趋势+第4次顶结构→减仓,趋势向上 | ⚠️CHOP=58(距61.8切换线仅3.8点),趋势+顶结构→警戒,,持股,观望,主板:五指数强共振_上升(5多0空) 科技:KC=观望→观望+双创混合(降档)
2019-03-20,9800.604,3090.64,1687.9,,上行趋势,上行趋势,上行趋势,,上行趋势,上行趋势,52.9,58.7,45.2,,强共振_上升,True,False,混合,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,,,,,False,True,,,减仓,持股,持股(警戒),,趋势+第4次顶结构→减仓,趋势向上 | ⚠️CHOP=59(距61.8切换线仅3.1点),趋势+顶结构→警戒,,持股,观望,主板:五指数强共振_上升(5多0空) 科技:KC=观望→观望+双创混合(降档)
2019-03-21,9869.797,3101.455,1703.854,,上行趋势,上行趋势,上行趋势,,上行趋势,上行趋势,64.8,64.4,55.6,,强共振_上升,True,False,混合,0,1,0,0,0,0,0,0,0,0,0,0,False,False,False,0,,,,,False,True,上行,上行,观望(偏多),观望(偏多),持股,,震荡，来路上行→偏多 | CHOP=65>61.8硬切换(趋势→震荡),震荡，来路上行→偏多 | CHOP=64>61.8硬切换(趋势→震荡),趋势向上 | ⚠️CHOP=56(距61.8切换线仅6.2点),,持股,观望,主板:五指数强共振_上升(5多0空) 科技:KC=观望→观望+双创混合(降档)
2019-03-22,9879.221,3104.149,1693.865,,上行趋势,上行趋势,上行趋势,,上行趋势,上行趋势,66.4,62.1,57.9,,强共振_上升,True,False,混合,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,,,,,False,True,上行,上行,观望(偏多),观望(偏多),持股,,震荡，来路上行→偏多 | CHOP=66>61.8硬切换(趋势→震荡),震荡，来路上行→偏多 | CHOP=62>61.8硬切换(趋势→震荡),趋势向上 | ⚠️CHOP=58(距61.8切换线仅3.9点),,持股,观望,主板:五指数强共振_上升(5多0空) 科技:KC=观望→观望+双创混合(降档)
2019-03-25,9701.695,3043.031,1668.841,,上行趋势,上行趋势,上行趋势,,上行趋势,上行趋势,65.7,62.8,60.1,,强共振_上升,True,False,混合,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,,,,,False,True,上行,上行,观望(偏多),观望(偏多),持股,,震荡，来路上行→偏多 | CHOP=66>61.8硬切换(趋势→震荡),震荡，来路上行→偏多 | CHOP=63>61.8硬切换(趋势→震荡),趋势向上 | ⚠️CHOP=60(距61.8切换线仅1.7点),,持股,观望,主板:五指数强共振_上升(5多0空) 科技:KC=观望→观望+双创混合(降档)
2019-03-26,9513.002,2997.095,1630.19,,上行趋势,上行趋势,上行趋势,,上行趋势,上行趋势,66.8,63.7,60.4,,强共振_上升,True,False,混合,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,,,,,False,True,上行,上行,观望(偏多),观望(偏多),持股,,震荡，来路上行→偏多 | CHOP=67>61.8硬切换(趋势→震荡),震荡，来路上行→偏多 | CHOP=64>61.8硬切换(趋势→震荡),趋势向上 | ⚠️CHOP=60(距61.8切换线仅1.4点),,持股,观望,主板:五指数强共振_上升(5多0空) 科技:KC=观望→观望+双创混合(降档)
2019-03-27,9609.436,3022.72,1637.773,,上行趋势,上行趋势,上行趋势,,上行趋势,上行趋势,66.0,64.0,56.9,,强共振_上升,True,False,混合,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,,,,,False,True,上行,上行,观望(偏多),观望(偏多),持股,,震荡，来路上行→偏多 | CHOP=66>61.8硬切换(趋势→震荡),震荡，来路上行→偏多 | CHOP=64>61.8硬切换(趋势→震荡),趋势向上 | ⚠️CHOP=57(距61.8切换线仅4.9点),,持股,观望,主板:五指数强共振_上升(5多0空) 科技:KC=观望→观望+双创混合(降档)
2019-03-28,9546.507,2994.943,1626.819,,上行趋势,上行趋势,偏多,,上行趋势,偏多,63.5,59.3,54.5,,强共振_上升,True,False,混合,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,,,,,False,True,上行,,观望(偏多),持股,持股,,震荡，来路上行→偏多 | CHOP=64>61.8硬切换(趋势→震荡),趋势向上 | ⚠️CHOP=59(距61.8切换线仅2.5点),趋势向上,,持股,观望,主板:五指数强共振_上升(5多0空) 科技:KC=观望→观望+双创混合(降档)
2019-03-29,9906.864,3090.758,1693.547,,偏多,上行趋势,偏多,,上行趋势,偏多,63.7,62.1,54.1,,强共振_上升,True,False,混合,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,,,,,False,True,上行,上行,观望(偏多),观望(偏多),持股,,震荡，来路上行→偏多 | CHOP=64>61.8硬切换(趋势→震荡),震荡，来路上行→偏多 | CHOP=62>61.8硬切换(趋势→震荡),趋势向上,,持股,观望,主板:五指数强共振_上升(5多0空) 科技:KC=观望→观望+双创混合(降档)
2019-04-01,10267.702,3170.361,1760.892,,偏多,上行趋势,偏多,,上行趋势,上行趋势,48.3,52.2,59.3,,强共振_上升,True,False,混合,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,,,,,False,True,,,持股,持股,持股,,趋势向上,趋势向上,趋势向上 | ⚠️CHOP=59(距61.8切换线仅2.5点),,持股,观望,主板:五指数强共振_上升(5多0空) 科技:KC=观望→观望+双创混合(降档)
2019-04-02,10260.359,3176.823,1754.156,,偏多,上行趋势,偏多,,上行趋势,偏多,43.9,48.2,54.5,,强共振_上升,True,False,混合,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,,,,,False,True,,,持股,持股,持股,,趋势向上,趋势向上,趋势向上,,持股,观望,主板:五指数强共振_上升(5多0空) 科技:KC=观望→观望+双创混合(降档)
2019-04-03,10340.513,3216.295,1768.178,,偏多,上行趋势,偏多,,上行趋势,偏多,46.8,46.8,52.1,,强共振_上升,True,False,混合,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,,,,,False,True,,,持股,持股,持股,,趋势向上,趋势向上,趋势向上,,持股,观望,主板:五指数强共振_上升(5多0空) 科技:KC=观望→观望+双创混合(降档)
2019-04-04,10415.799,3246.571,1777.263,,上行趋势,上行趋势,偏多,,上行趋势,偏多,41.6,40.5,48.8,,强共振_上升,True,False,混合,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,,,,,False,True,,,持股,持股,持股,,趋势向上,趋势向上,趋势向上,,持股,观望,主板:五指数强共振_上升(5多0空) 科技:KC=观望→观望+双创混合(降档)
2019-04-08,10351.865,3244.81,1739.655,,上行趋势,上行趋势,偏多,,上行趋势,上行趋势,38.2,35.5,48.2,,强共振_上升,True,False,混合,0,1,0,0,0,1,0,0,0,0,0,0,False,False,False,0,,,,,False,True,,,减仓,持股,减仓,,趋势+第6次顶结构→减仓,趋势向上,趋势+第2次顶结构→减仓,,持股,观望,主板:五指数强共振_上升(5多0空) 科技:KC=观望→观望+双创混合(降档)
2019-04-09,10436.616,3239.664,1741.171,,上行趋势,上行趋势,震荡,,上行趋势,偏多,38.2,35.4,47.9,,强共振_上升,True,False,混合,0,0,0,1,0,0,0,0,0,0,0,0,False,False,False,0,,,,,False,True,,,减仓,减仓,观望(偏多),,趋势+第6次顶结构→减仓,趋势+第3次顶结构→减仓,震荡，来路上行→偏多,,持股,观望,主板:五指数强共振_上升(4多0空) 科技:KC=观望→观望+双创混合(降档)
2019-04-10,10435.08,3241.93,1726.636,,上行趋势,上行趋势,震荡,,上行趋势,偏多,38.2,36.0,46.2,,强共振_上升,True,False,混合,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,高9,高9,,,False,True,,,减仓,减仓,观望(偏多),,趋势+第6次顶结构→减仓,趋势+第3次顶结构→减仓,震荡，来路上行→偏多,,持股,观望,主板:五指数强共振_上升(4多0空) 科技:KC=观望→观望+双创混合(降档)
2019-04-11,10158.4,3189.962,1691.104,,上行趋势,偏多,震荡,,上行趋势,偏多,39.7,37.4,46.5,,强共振_上升,True,False,混合,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,,,,,False,True,,,减仓,减仓,观望(偏多),,趋势+第6次顶结构→减仓,趋势+第3次顶结构→减仓,震荡，来路上行→偏多,,持股,观望,主板:五指数强共振_上升(4多0空) 科技:KC=观望→观望+双创混合(降档)
2019-04-12,10132.337,3188.626,1695.729,,偏多,上行趋势,震荡,,上行趋势,上行趋势,38.9,36.9,44.9,,强共振_上升,True,False,混合,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,,,,,False,True,,,减仓,减仓,观望(偏多),,趋势+第6次顶结构→减仓,趋势+第3次顶结构→减仓,震荡，来路上行→偏多,,持股,观望,主板:五指数强共振_上升(4多0空) 科技:KC=观望→观望+双创混合(降档)
